rail,width_lookback,candidates,mean_pf,median_pf,max_pf,mean_pnl,median_pnl,max_pnl,mean_wr_pct,median_wr_pct,mean_trades,median_trades,pf_ge_1_18,both_sides_pf_gt_1,accepted,strict_symmetric,mean_gap,mean_dd_pct
2.15,20,18,1.242305134360877,1.185131786780362,1.3821196973641816,3491.920320014247,2592.668105664645,5452.498858633169,57.56224374200273,57.39178653044764,149.77777777777777,150.0,13,18,1,0,0.4760289183325485,-20.558345857536644
2.15,35,18,1.1527703283564674,1.1726235783515933,1.2792601104811878,2443.9130504301347,2360.5653103320346,4678.8424455511395,56.551287195194874,56.27505396238051,164.77777777777777,165.0,9,10,6,6,0.32337370024008316,-22.661468099557844
2.15,50,18,1.1410510311095816,1.166994255164755,1.2499677042324167,2401.2696220080493,2848.201352535739,3768.846043471739,56.31304339482913,56.45833333333333,173.66666666666666,173.0,9,15,3,2,0.24254907209517695,-23.443947651889864
2.35,20,18,1.3001878544974348,1.2483661366539938,1.4347975311390617,4804.432395161249,4748.646774681695,6816.125646186411,58.27376763536227,59.47572419420645,148.77777777777777,149.0,18,18,6,0,0.4536237024386786,-19.111405467040072
2.35,35,18,1.201941714805978,1.1870580857971365,1.3446903336295521,3646.943115336593,3022.0930955738922,6331.327125221177,57.39486951170112,57.26085018663993,163.77777777777777,164.0,9,12,6,0,0.3340815900869285,-21.005455781885175
2.35,50,18,1.1844418264164245,1.2006295352204415,1.2677222197698998,3582.4918983697007,3513.5018275064654,5227.666940875591,57.11579982457977,57.19211822660098,172.66666666666666,172.0,10,18,4,0,0.22711122777027054,-22.01340861565329
