rail,current_width,recent_width,width_lookback,candidates,mean_pf,median_pf,max_pf,mean_pnl,median_pnl,max_pnl,mean_wr_pct,median_wr_pct,mean_trades,median_trades,pf_ge_1_18,both_sides_pf_gt_1,accepted,strict_symmetric,mean_gap,mean_dd_pct
2.15,2.3,2.85,50,1,1.2499677042324167,1.2499677042324167,1.2499677042324167,3610.999645927007,3610.999645927007,3610.999645927007,57.534246575342465,57.534246575342465,146.0,146.0,1,1,0,0,0.490781490835847,-16.81817535347163
2.35,1.9,2.65,20,1,1.228556675265816,1.228556675265816,1.228556675265816,4421.265592096513,4421.265592096513,4421.265592096513,59.30232558139535,59.30232558139535,172.0,172.0,1,1,1,0,0.13121028958629366,-22.287138405523844
2.35,1.9,2.65,35,1,1.0883077652012205,1.0883077652012205,1.0883077652012205,2034.4463004303707,2034.4463004303707,2034.4463004303707,56.994818652849744,56.994818652849744,193.0,193.0,0,1,0,0,0.065467232641917,-28.082750559891657
2.35,1.9,2.65,50,1,1.0926835090585358,1.0926835090585358,1.0926835090585358,2536.263146936651,2536.263146936651,2536.263146936651,56.45933014354066,56.45933014354066,209.0,209.0,0,1,0,0,0.180751089554664,-30.44342418142535
2.35,1.9,2.75,20,1,1.4347975311390617,1.4347975311390617,1.4347975311390617,6816.125646186411,6816.125646186411,6816.125646186411,59.73154362416108,59.73154362416108,149.0,149.0,1,1,0,0,0.5792609916134348,-17.273447576927992
2.35,1.9,2.75,35,1,1.2794973496478854,1.2794973496478854,1.2794973496478854,5332.374205187354,5332.374205187354,5332.374205187354,58.43373493975904,58.43373493975904,166.0,166.0,1,1,1,0,0.14421026837500572,-17.27344757692826
2.35,1.9,2.75,50,1,1.1591235198724459,1.1591235198724459,1.1591235198724459,3513.5018275064654,3513.5018275064654,3513.5018275064654,56.49717514124294,56.49717514124294,177.0,177.0,0,1,0,0,0.18815762360486232,-22.918387684010423
2.35,1.9,2.85,20,1,1.201374058580385,1.201374058580385,1.201374058580385,2602.8193267820984,2602.8193267820984,2602.8193267820984,55.55555555555556,55.55555555555556,126.0,126.0,1,1,0,0,0.6638634390510596,-19.402030540531168
2.35,1.9,2.85,35,1,1.1656931365698182,1.1656931365698182,1.1656931365698182,2473.9778807706134,2473.9778807706134,2473.9778807706134,55.714285714285715,55.714285714285715,140.0,140.0,0,0,0,0,0.6606002692162086,-19.97496170409803
2.35,1.9,2.85,50,1,1.2056713401783266,1.2056713401783266,1.2056713401783266,3306.2793863544985,3306.2793863544985,3306.2793863544985,56.375838926174495,56.375838926174495,149.0,149.0,1,1,0,0,0.3851187952014259,-19.40203054053109
2.35,2.0,2.65,20,1,1.228556675265816,1.228556675265816,1.228556675265816,4421.265592096513,4421.265592096513,4421.265592096513,59.30232558139535,59.30232558139535,172.0,172.0,1,1,1,0,0.13121028958629366,-22.287138405523844
2.35,2.0,2.65,35,1,1.0883077652012205,1.0883077652012205,1.0883077652012205,2034.4463004303707,2034.4463004303707,2034.4463004303707,56.994818652849744,56.994818652849744,193.0,193.0,0,1,0,0,0.065467232641917,-28.082750559891657
2.35,2.0,2.65,50,1,1.062268562111988,1.062268562111988,1.062268562111988,1608.2096430184424,1608.2096430184424,1608.2096430184424,56.038647342995176,56.038647342995176,207.0,207.0,0,1,0,0,0.08791506820659634,-30.443424181424362
2.35,2.0,2.75,20,1,1.4347975311390617,1.4347975311390617,1.4347975311390617,6816.125646186411,6816.125646186411,6816.125646186411,59.73154362416108,59.73154362416108,149.0,149.0,1,1,0,0,0.5792609916134348,-17.273447576927992
2.35,2.0,2.75,35,1,1.2794973496478854,1.2794973496478854,1.2794973496478854,5332.374205187354,5332.374205187354,5332.374205187354,58.43373493975904,58.43373493975904,166.0,166.0,1,1,1,0,0.14421026837500572,-17.27344757692826
2.35,2.0,2.75,50,1,1.1591235198724459,1.1591235198724459,1.1591235198724459,3513.5018275064654,3513.5018275064654,3513.5018275064654,56.49717514124294,56.49717514124294,177.0,177.0,0,1,0,0,0.18815762360486232,-22.918387684010423
2.35,2.0,2.85,20,1,1.201374058580385,1.201374058580385,1.201374058580385,2602.8193267820984,2602.8193267820984,2602.8193267820984,55.55555555555556,55.55555555555556,126.0,126.0,1,1,0,0,0.6638634390510596,-19.402030540531168
2.35,2.0,2.85,35,1,1.1656931365698182,1.1656931365698182,1.1656931365698182,2473.9778807706134,2473.9778807706134,2473.9778807706134,55.714285714285715,55.714285714285715,140.0,140.0,0,0,0,0,0.6606002692162086,-19.97496170409803
2.35,2.0,2.85,50,1,1.2056713401783266,1.2056713401783266,1.2056713401783266,3306.2793863544985,3306.2793863544985,3306.2793863544985,56.375838926174495,56.375838926174495,149.0,149.0,1,1,0,0,0.3851187952014259,-19.40203054053109
2.35,2.1,2.65,20,1,1.228556675265816,1.228556675265816,1.228556675265816,4421.265592096513,4421.265592096513,4421.265592096513,59.30232558139535,59.30232558139535,172.0,172.0,1,1,1,0,0.13121028958629366,-22.287138405523844
2.35,2.1,2.65,35,1,1.0883077652012205,1.0883077652012205,1.0883077652012205,2034.4463004303707,2034.4463004303707,2034.4463004303707,56.994818652849744,56.994818652849744,193.0,193.0,0,1,0,0,0.065467232641917,-28.082750559891657
2.35,2.1,2.65,50,1,1.0882989199364552,1.0882989199364552,1.0882989199364552,2289.914926841187,2289.914926841187,2289.914926841187,56.58536585365853,56.58536585365853,205.0,205.0,0,1,0,0,0.04180544020901977,-28.19478599516093
2.35,2.1,2.75,20,1,1.4347975311390617,1.4347975311390617,1.4347975311390617,6816.125646186411,6816.125646186411,6816.125646186411,59.73154362416108,59.73154362416108,149.0,149.0,1,1,0,0,0.5792609916134348,-17.273447576927992
2.35,2.1,2.75,35,1,1.2794973496478854,1.2794973496478854,1.2794973496478854,5332.374205187354,5332.374205187354,5332.374205187354,58.43373493975904,58.43373493975904,166.0,166.0,1,1,1,0,0.14421026837500572,-17.27344757692826
2.35,2.1,2.75,50,1,1.1955877302625562,1.1955877302625562,1.1955877302625562,4307.0975569133425,4307.0975569133425,4307.0975569133425,57.14285714285714,57.14285714285714,175.0,175.0,1,1,1,0,0.13276698999024417,-20.42647868946036
2.35,2.1,2.85,20,1,1.201374058580385,1.201374058580385,1.201374058580385,2602.8193267820984,2602.8193267820984,2602.8193267820984,55.55555555555556,55.55555555555556,126.0,126.0,1,1,0,0,0.6638634390510596,-19.402030540531168
2.35,2.1,2.85,35,1,1.1656931365698182,1.1656931365698182,1.1656931365698182,2473.9778807706134,2473.9778807706134,2473.9778807706134,55.714285714285715,55.714285714285715,140.0,140.0,0,0,0,0,0.6606002692162086,-19.97496170409803
2.35,2.1,2.85,50,1,1.2056713401783266,1.2056713401783266,1.2056713401783266,3306.2793863544985,3306.2793863544985,3306.2793863544985,56.375838926174495,56.375838926174495,149.0,149.0,1,1,0,0,0.3851187952014259,-19.40203054053109
2.35,2.2,2.65,20,1,1.2681755980421714,1.2681755980421714,1.2681755980421714,5076.027957266878,5076.027957266878,5076.027957266878,59.64912280701754,59.64912280701754,171.0,171.0,1,1,1,0,0.03309714841345235,-19.030338161798266
2.35,2.2,2.65,35,1,1.1045049013521369,1.1045049013521369,1.1045049013521369,2295.546503539186,2295.546503539186,2295.546503539186,57.52688172043011,57.52688172043011,186.0,186.0,0,1,0,0,0.14827173624298506,-26.372802202071767
2.35,2.2,2.65,50,1,1.1089978678016088,1.1089978678016088,1.1089978678016088,2607.763817327405,2607.763817327405,2607.763817327405,57.51295336787565,57.51295336787565,193.0,193.0,0,1,0,0,0.09965899088021146,-25.78319113260539
2.35,2.2,2.75,20,1,1.4347975311390617,1.4347975311390617,1.4347975311390617,6816.125646186411,6816.125646186411,6816.125646186411,59.73154362416108,59.73154362416108,149.0,149.0,1,1,0,0,0.5792609916134348,-17.273447576927992
2.35,2.2,2.75,35,1,1.3446903336295521,1.3446903336295521,1.3446903336295521,6331.327125221177,6331.327125221177,6331.327125221177,59.25925925925925,59.25925925925925,162.0,162.0,1,1,1,0,0.1938216166693727,-17.27344757692826
2.35,2.2,2.75,50,1,1.2366132932436527,1.2366132932436527,1.2366132932436527,4836.804158517224,4836.804158517224,4836.804158517224,57.98816568047337,57.98816568047337,169.0,169.0,1,1,1,0,0.16323343356655795,-19.09463507297583
2.35,2.2,2.85,20,1,1.201374058580385,1.201374058580385,1.201374058580385,2602.8193267820984,2602.8193267820984,2602.8193267820984,55.55555555555556,55.55555555555556,126.0,126.0,1,1,0,0,0.6638634390510596,-19.402030540531168
