candidate_id,favorite_id,run_kind,adx,profile,trades,pnl,pf,wr,dd_abs,long_trades,short_trades,long_pnl,short_pnl,long_pf,short_pf,gap,high_mfe_high,high_mfe_low,signal_exit_winners,signal_exit_giveback_failures,sl_low_mfe,sl_bad,branch,setup
phase3b_old_relaxed_base_4_10_adx45_runner_ema100_200_fee04,old_relaxed_base_4_10,managed,45.0,runner_ema100_200,354,5756.531497143003,1.0722508999648963,33.89830508474576,48.98922807866094,201,153,2735.0672800002126,3021.4642171427913,1.063069228095954,1.0832174264526457,0.020148198356691793,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx45_runner_rsi85_15_plus_ema100_200_fee04,old_relaxed_base_4_10,managed,45.0,runner_rsi85_15_plus_ema100_200,357,6740.7977257144175,1.0838888888439306,34.173669467787114,47.982688746482935,202,155,4431.611240000203,2309.1864857142155,1.102190648899922,1.0624310864629778,0.03975956243694423,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_10_adx45_runner_rsi90_10_plus_ema100_200_fee04,old_relaxed_base_4_10,managed,45.0,runner_rsi90_10_plus_ema100_200,356,9880.812114285849,1.1240152282664506,34.26966292134831,48.98922807866094,202,154,3513.5786000002013,6367.233514285647,1.0810212939831076,1.1753668912163873,0.09434559723327962,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP10
phase3b_old_relaxed_base_4_12_initial_control_fee04,old_relaxed_base_4_12,initial,,initial_control,354,2276.4292553301493,1.1175662556503296,31.07344632768362,20.168898943252945,199,155,2339.9816565246897,-63.55240119454082,1.2298685501959803,0.993079565573613,0.2367889846223673,42.0,17.0,,,143.0,244.0,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_no_signal_fee04,old_relaxed_base_4_12,managed,40.0,runner_no_signal,118,-7898.28548571428,0.6623949943556922,22.033898305084744,81.43493641226647,68,50,-124.16440000000455,-7774.121085714276,0.9901733960584428,0.2774653593864368,0.712708036672006,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_rsi85_15_fee04,old_relaxed_base_4_12,managed,40.0,runner_rsi85_15,352,13065.470777143035,1.155662084873055,30.113636363636363,56.777348302786756,197,155,15561.691400000218,-2496.2206228571836,1.3536575376984428,0.937489283107048,0.4161682545913947,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_rsi90_10_fee04,old_relaxed_base_4_12,managed,40.0,runner_rsi90_10,348,19614.891765714445,1.227424294046604,27.873563218390807,77.33480926618236,195,153,14255.056240000216,5359.835525714229,1.3074921554886725,1.1343690431071691,0.17312311238150335,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_ema100_200_fee04,old_relaxed_base_4_12,managed,40.0,runner_ema100_200,341,9293.511325714435,1.116039766423264,30.205278592375368,50.243318814668704,191,150,7088.280640000221,2205.230685714215,1.1627354711421105,1.0603644407119381,0.10237103043017237,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_rsi85_15_plus_ema100_200_fee04,old_relaxed_base_4_12,managed,40.0,runner_rsi85_15_plus_ema100_200,352,7674.773108571614,1.0934849606634867,30.96590909090909,49.741016248184486,197,155,9060.93560000023,-1386.1624914286167,1.209060346374148,0.9642327678890212,0.24482757848512682,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
phase3b_old_relaxed_base_4_12_adx40_runner_rsi90_10_plus_ema100_200_fee04,old_relaxed_base_4_12,managed,40.0,runner_rsi90_10_plus_ema100_200,348,12573.831474285895,1.1535503042477997,30.17241379310345,66.55895334493718,195,153,5650.585120000237,6923.2463542856585,1.1277435848811816,1.1838669381524438,0.056123353271262166,,,,,,,historical_relaxed,base w9/r10/lb20 + base SL4/TP12
