candidate_id,rail,current_width,recent_width,lookback,trades,pnl,profit_factor,win_rate_pct,max_drawdown_pct,long_profit_factor,short_profit_factor,long_pnl,short_pnl,bad_context_stops,low_mfe_stops
phase2a_transition_245_w11_r8_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,8,10,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r8_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,8,20,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r8_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,8,35,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r10_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,10,10,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r10_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,10,20,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r10_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,10,35,203,3787.3408094067404,1.1747740088445884,56.65024630541872,-25.83494815114825,1.1756972106289194,1.1737628029798517,1990.2791125489543,1797.0616968577858,88,44
phase2a_transition_245_w11_r12_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,12,10,196,4173.782778360487,1.192326790084704,57.14285714285714,-24.384791708223585,1.2378133220516943,1.1448079288818493,2636.84213764121,1536.9406407192769,84,42
phase2a_transition_245_w11_r12_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,12,20,199,3862.498045430622,1.1776587626783621,56.78391959798995,-25.76748461297904,1.2064482137559542,1.146450216373657,2334.6917793978805,1527.8062660327419,86,43
phase2a_transition_245_w11_r12_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,12,35,202,3350.7006728956303,1.15503371971565,56.43564356435643,-25.83494815114825,1.1782159809875297,1.1296962848373757,2011.4103671946662,1339.2903057009644,88,44
phase2a_transition_245_w11_r14_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,14,10,167,1300.0551652295549,1.078427186743782,55.08982035928144,-25.250526201257028,1.1635264261499203,0.9832083190401342,1431.4189514150992,-131.36378618554428,75,40
phase2a_transition_245_w11_r14_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,14,20,175,2965.953765247015,1.1589525553837223,56.57142857142857,-22.818300974203652,1.2597674610444487,1.0426323646919353,2596.6098001897913,369.3439650572235,76,40
phase2a_transition_245_w11_r14_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45,11,14,35,183,3166.880284422546,1.166456961688953,56.830601092896174,-24.29849974170676,1.2713697886330588,1.041911475227914,2802.304832151988,364.57545227055766,79,41
