current_width,candidates,mean_pf,median_pf,mean_pnl,median_pnl,mean_wr_pct,median_wr_pct,mean_trades,pf_ge_1_15,both_sides_pf_gt_1,mean_pf_symmetry_gap
10,27,1.087193234184913,1.101380613095886,2257.4882843349938,2410.03739129445,55.199754971963294,55.33596837944664,252.88888888888889,1,13,0.21128739594880397
11,27,1.171217633751616,1.1747740088445884,3433.1112396724,3567.6542934604167,56.6388511385724,56.65024630541872,198.11111111111111,24,26,0.07727323784513211
12,27,1.0528795996671996,1.05146476827649,653.5705080942945,668.2989889132914,53.86924557142489,53.52112676056338,143.55555555555554,0,2,0.25739819946457204
