width_lookback,candidates,mean_pf,median_pf,mean_pnl,median_pnl,mean_wr_pct,median_wr_pct,mean_trades,pf_ge_1_15,both_sides_pf_gt_1,mean_pf_symmetry_gap
10,27,1.1015843487174763,1.090551226224339,2003.3677657327853,1692.0646037927518,55.25775971805989,55.144032921810705,193.55555555555554,6,12,0.19890357089557542
20,27,1.1090070039277025,1.1093795219960336,2260.3963673732533,2903.78897859958,55.28492797758362,55.33596837944664,198.22222222222223,10,15,0.17797595335955746
35,27,1.1006991149585499,1.101380613095886,2080.4058989956497,2410.03739129445,55.165163986317076,55.430711610486895,202.77777777777777,9,14,0.16907930900337526
