candidate_id,setup_label,rail,current_width,recent_width,width_lookback,recent_is_non_redundant,trades,pnl,profit_factor,win_rate_pct,max_drawdown_pct,long_profit_factor,short_profit_factor,pf_symmetry_gap,long_pnl,short_pnl,fees_paid,stop_loss_after_bad_context,high_mfe_high_capture_count,high_mfe_low_capture_count,stability_score
phase2b_corrected_semantic_upper_235_w11_r11_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r11/lb10,2.35,11,11,10,False,203,3934.3138007704406,1.1871471309203296,56.65024630541872,-25.02150440364821,1.160238276367567,1.217452691256743,0.057214414889176,1784.30439381677,2150.009406953671,1924.2298602443382,88,55,5,75.05249046010518
phase2b_corrected_semantic_upper_235_w11_r11_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r11/lb20,2.35,11,11,20,False,203,3934.3138007704406,1.1871471309203296,56.65024630541872,-25.02150440364821,1.160238276367567,1.217452691256743,0.057214414889176,1784.30439381677,2150.009406953671,1924.2298602443382,88,55,5,75.05249046010518
phase2b_corrected_semantic_upper_235_w11_r11_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r11/lb35,2.35,11,11,35,False,203,3934.3138007704406,1.1871471309203296,56.65024630541872,-25.02150440364821,1.160238276367567,1.217452691256743,0.057214414889176,1784.30439381677,2150.009406953671,1924.2298602443382,88,55,5,75.05249046010518
phase2b_corrected_transition_245_w11_r12_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r12/lb20,2.45,11,12,20,True,199,3862.498045430622,1.1776587626783621,56.78391959798995,-25.76748461297904,1.2064482137559542,1.146450216373657,0.059997997382297275,2334.6917793978805,1527.8062660327419,1902.5430256656407,86,55,6,74.06944106739772
phase2b_corrected_transition_245_w11_r12_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r12/lb35,2.45,11,12,35,True,202,3350.7006728956303,1.15503371971565,56.43564356435643,-25.83494815114825,1.1782159809875297,1.1296962848373757,0.048519696150153946,2011.4103671946662,1339.2903057009644,1875.6120983788835,88,55,6,72.3749677714564
phase2b_corrected_semantic_primary_215_w11_r11_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w11/r11/lb10,2.15,11,11,10,False,204,3567.6542934604167,1.1897076702501066,56.86274509803921,-20.926434911146462,1.1510864526731839,1.2337399914085685,0.08265353873538461,1513.6780949467386,2053.9761985136784,1894.2460596707347,88,46,5,71.54777192135653
phase2b_corrected_semantic_primary_215_w11_r11_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w11/r11/lb20,2.15,11,11,20,False,204,3567.6542934604167,1.1897076702501066,56.86274509803921,-20.926434911146462,1.1510864526731839,1.2337399914085685,0.08265353873538461,1513.6780949467386,2053.9761985136784,1894.2460596707347,88,46,5,71.54777192135653
phase2b_corrected_semantic_primary_215_w11_r11_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w11/r11/lb35,2.15,11,11,35,False,204,3567.6542934604167,1.1897076702501066,56.86274509803921,-20.926434911146462,1.1510864526731839,1.2337399914085685,0.08265353873538461,1513.6780949467386,2053.9761985136784,1894.2460596707347,88,46,5,71.54777192135653
phase2b_corrected_transition_245_w11_r12_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r12/lb10,2.45,11,12,10,True,196,4173.782778360487,1.192326790084704,57.14285714285714,-24.384791708223585,1.2378133220516943,1.1448079288818493,0.09300539316984491,2636.84213764121,1536.9406407192769,1901.7479903477263,84,55,6,70.62996132598352
phase2b_corrected_semantic_primary_215_w11_r13_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w11/r13/lb35,2.15,11,13,35,True,198,3104.4843580291504,1.1713139914575257,56.56565656565656,-20.926434911145908,1.2210432728154867,1.1182315697485832,0.10281170306690357,2068.1504030679635,1036.3339549611871,1824.648246521833,86,43,5,62.97240084140191
phase2b_corrected_semantic_upper_235_w11_r13_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r13/lb20,2.35,11,13,20,True,192,3316.222203296565,1.1667994467875111,56.25,-24.953283561275974,1.211931539700733,1.1187609790880462,0.09317056061268691,2172.4763012138337,1143.7459020827316,1798.4008007009108,84,52,5,61.7369602817567
phase2b_corrected_semantic_primary_215_w10_r13_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r13/lb35,2.15,10,13,35,True,247,440.553827151572,1.0213239631084312,54.655870445344135,-23.570498902144255,1.021891839168946,1.0205736417003768,0.0013181974685692044,257.4424556231459,183.1113715284261,1914.686875412332,112,51,10,59.99239943127962
phase2b_corrected_semantic_upper_235_w11_r13_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r13/lb35,2.35,11,13,35,True,197,3410.825088636759,1.1684218969442126,56.34517766497462,-25.02150440364923,1.2310776480673544,1.1023784082264285,0.1286992398409259,2401.446179107047,1009.3789095297121,1852.0185756078372,86,52,5,57.51191881979716
phase2b_corrected_transition_245_w10_r11_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r11/lb20,2.45,10,11,20,True,271,4474.087868311397,1.1530448883652926,56.08856088560885,-22.550030831178912,1.0122677835183174,1.3434966509847603,0.331228867466443,206.20946741379936,4267.878400897598,2461.6222328284393,119,78,12,56.981162226490255
phase2b_corrected_semantic_primary_215_w10_r11_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r11/lb35,2.15,10,11,35,True,279,3556.936380772209,1.1387704940851617,56.272401433691755,-22.472720646418264,1.028119873725194,1.2798806026437637,0.2517607289185697,403.98242115317424,3152.953959619035,2462.1880414102056,122,66,11,56.940791891768306
phase2b_corrected_transition_245_w11_r13_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r13/lb35,2.45,11,13,35,True,197,3245.935115659286,1.1554960160524261,56.34517766497462,-25.834948151148353,1.2482520959586163,1.0604747313853031,0.18777736457331318,2622.352983929952,623.582131729334,1819.813408795849,86,53,6,56.339966358747674
phase2b_corrected_semantic_primary_215_w10_r11_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r11/lb20,2.15,10,11,20,True,273,3674.2455777385057,1.1444885235691418,56.043956043956044,-22.212872488149095,1.0124491977325285,1.3214827433123602,0.30903354557983165,181.31329508263832,3492.9322826558673,2437.4938394625515,120,66,11,55.901162761661446
phase2b_corrected_transition_245_w10_r11_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r11/lb35,2.45,10,11,35,True,277,4134.735228324894,1.1410173449047465,55.95667870036101,-23.40051569226049,1.0271223691278693,1.286599765481145,0.2594773963532757,446.18215601390335,3688.5530723109905,2464.9539303782194,122,79,12,54.99118317716497
phase2b_corrected_transition_245_w11_r13_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r13/lb20,2.45,11,13,20,True,192,3146.22546060058,1.153528117138168,56.25,-25.76746671457142,1.2289786445708362,1.0755201628648947,0.15345848170594145,2385.3103329858677,760.9151276147121,1766.8813845865711,84,53,6,54.94422043593439
phase2b_corrected_semantic_primary_215_w10_r12_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r12/lb20,2.15,10,12,20,True,255,2903.78897859958,1.1229252132329266,56.07843137254902,-23.17216556353707,1.030296817935721,1.2522698949131013,0.22197307697738022,417.03199287117036,2486.7569857284097,2236.5881104341215,112,60,11,54.181211537768995
phase2b_corrected_transition_245_w10_r13_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r13/lb20,2.45,10,13,20,True,232,709.3493219273224,1.0314454806511089,54.310344827586206,-25.39664777907579,1.0414973696614658,1.0177747801290906,0.02372258953237516,539.4499599277641,169.89936199955838,1812.5717364962663,106,63,11,53.88591777417816
phase2b_corrected_semantic_primary_215_w10_r12_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r12/lb10,2.15,10,12,10,True,245,2304.8454666554157,1.1047723955715951,55.91836734693878,-24.567482707616072,1.0021891960849862,1.2482658191026126,0.24607662301762634,28.082853891291524,2276.7626127641242,2059.5358286935057,108,56,11,51.44366283866297
phase2b_corrected_semantic_primary_215_w10_r12_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r12/lb35,2.15,10,12,35,True,269,2410.03739129445,1.101380613095886,55.762081784386616,-22.472720646417756,1.0299192439324545,1.1963473527172064,0.1664281087847519,405.8488615030019,2004.1885297914482,2251.776175768355,119,61,11,50.07022502182701
phase2b_corrected_transition_245_w10_r12_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r12/lb35,2.45,10,12,35,True,267,2769.2884363874473,1.1026201775720594,55.430711610486895,-23.400515692261315,1.0309451340639673,1.198019530987388,0.16707439692342074,476.82973270400436,2292.4587036834428,2235.572233154864,119,74,12,47.922568288459125
phase2b_corrected_transition_245_w10_r12_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r12/lb20,2.45,10,12,20,True,253,2971.943850674857,1.1093795219960336,55.33596837944664,-23.989529461348834,1.0309902394846608,1.2170168775538188,0.18602663806915798,487.2113457930891,2484.732504881768,2230.5633273468284,113,72,12,47.88924121856462
phase2b_corrected_semantic_primary_215_w11_r13_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w11/r13/lb10,2.15,11,13,10,True,186,1692.0646037927518,1.1054707990595336,55.91397849462365,-21.07330443075488,1.1768825305278519,1.0311086298735295,0.14577390065432239,1447.5778262355614,244.4867775571904,1584.0957172078918,82,40,5,47.6134154156495
phase2b_corrected_semantic_primary_215_w10_r13_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r13/lb20,2.15,10,13,20,True,234,978.629659134855,1.0483499561273772,55.12820512820513,-21.778880643559372,1.010572540516766,1.102413848400146,0.09184130788337996,125.97109278284461,852.6585663520104,1884.51231655179,105,51,10,46.80525211460208
phase2b_corrected_semantic_upper_235_w11_r13_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w11/r13/lb10,2.35,11,13,10,True,185,1810.4384193092194,1.1019155638910285,55.67567567567567,-24.385057421532665,1.2011818201088937,1.0015015568829984,0.19968026322589538,1797.1781746534311,13.260244655788235,1591.77878576787,82,49,5,45.55213903585844
phase2b_corrected_transition_245_w10_r12_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r12/lb10,2.45,10,12,10,True,243,2276.505415469664,1.090551226224339,55.144032921810705,-24.98455185620896,1.0038182616218105,1.2098090635919951,0.2059908019701846,55.57495700759452,2220.9304584620695,2039.15593895569,109,68,12,44.87307608667752
phase2b_corrected_transition_245_w12_r13_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r13/lb10,2.45,12,13,10,True,141,690.6730594217906,1.0544244595419665,53.90070921985816,-18.866936311939085,1.0226878911074408,1.0937556419371188,0.07106775082967798,159.34445377652173,531.3286056452689,1089.8280134005809,65,38,6,34.33466939900931
phase2b_corrected_semantic_upper_235_w12_r13_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r13/lb10,2.35,12,13,10,True,141,933.1956590432934,1.075527410079152,53.90070921985816,-16.18641149295882,1.002459390944596,1.1703564110729083,0.1678970201283123,17.163026544541466,916.0326324987519,1117.6988182670607,65,37,5,26.05379468016223
phase2b_corrected_transition_245_w10_r11_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w10/r11/lb10,2.45,10,11,10,True,268,4031.3664207285547,1.1458366132127162,55.970149253731336,-22.550030831178127,0.9950586332056155,1.3563725744174069,0.3613139412117914,-79.59290662402753,4110.9593273525825,2327.6977502733275,118,76,12,0.0
phase2b_corrected_semantic_upper_235_w10_r11_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r11/lb20,2.35,10,11,20,True,271,3993.18801335664,1.1400554737526365,55.71955719557196,-21.63983646284825,0.9711202504355393,1.3773103143169256,0.40619006388138634,-480.9488393047176,4474.136852661358,2481.7739776924163,120,75,11,0.0
phase2b_corrected_semantic_primary_215_w10_r11_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r11/lb10,2.15,10,11,10,True,270,3309.377723229172,1.1368198752266965,55.925925925925924,-22.21287248815056,0.9952710526149676,1.3323165069741152,0.33704545435914757,-66.34564736996626,3375.723370599138,2317.8671972919715,119,64,11,0.0
phase2b_corrected_semantic_upper_235_w10_r11_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r11/lb10,2.35,10,11,10,True,268,3583.314868170488,1.1326362637991143,55.59701492537313,-21.639836462847263,0.9543952447190621,1.3908406792510037,0.4364454345319416,-728.8976182982736,4312.212486468761,2351.163283878826,119,73,11,0.0
phase2b_corrected_semantic_upper_235_w10_r11_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r11/lb35,2.35,10,11,35,True,277,3675.8937870354216,1.1285036447942662,55.5956678700361,-22.46336861941035,0.9853792536550157,1.3184777071720744,0.3330984535170587,-238.52765810459314,3914.421445140015,2486.1948644595013,123,76,11,0.0
phase2b_corrected_semantic_upper_235_w10_r12_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r12/lb20,2.35,10,12,20,True,253,2603.277031865927,1.0980877936518028,54.9407114624506,-23.244609507041037,0.9880254013605516,1.255510330673761,0.26748492931320933,-187.0397769756801,2790.316808841607,2254.4775587159847,114,69,11,0.0
phase2b_corrected_semantic_primary_215_w12_r13_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r13/lb10,2.15,12,13,10,True,142,1042.5915053613119,1.0930632629785892,54.929577464788736,-12.621434050360502,0.9947824271548223,1.2245036291707039,0.22972120201588153,-33.44506990005199,1076.0365752613639,1127.344501836693,64,28,5,0.0
phase2b_corrected_semantic_upper_235_w10_r12_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r12/lb35,2.35,10,12,35,True,267,2409.120994078699,1.0912504153417653,55.0561797752809,-22.46336861940964,0.9887945771902168,1.2329445768700105,0.24414999967979367,-171.69088457452673,2580.8118786532254,2262.1964333909104,120,71,11,0.0
phase2b_corrected_transition_245_w11_r13_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w11/r13/lb10,2.45,11,13,10,True,185,1599.4032465205396,1.0875812195669523,55.67567567567567,-25.182187255798716,1.2211321366502395,0.9567374588710577,0.2643946777791818,1998.4770093600005,-399.07376283946087,1558.4248572011807,82,50,6,0.0
phase2b_corrected_semantic_upper_235_w10_r12_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r12/lb10,2.35,10,12,10,True,243,1957.6523365311705,1.0795611980766144,54.73251028806584,-24.24105394909549,0.9606787192435442,1.2498873564930022,0.289208637249458,-569.8125365922139,2527.464873123384,2065.8157378417063,110,65,11,0.0
phase2b_corrected_semantic_primary_215_w12_r13_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r13/lb20,2.15,12,13,20,True,143,780.1120583958416,1.0680398325730975,54.54545454545454,-12.621434050360502,0.9551755656765992,1.225351899136232,0.27017633345963277,-299.24252105286564,1079.3545794487072,1135.7998280006964,65,28,5,0.0
phase2b_corrected_semantic_primary_215_w12_r13_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r13/lb35,2.15,12,13,35,True,143,780.1097748285857,1.068039638908391,54.54545454545454,-12.621434050360502,0.9551755134239504,1.2253515133130646,0.2701759998891142,-299.2428496091076,1079.3526244376933,1135.7997068038633,65,28,5,0.0
phase2b_corrected_semantic_primary_215_w12_r11_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r11/lb10,2.15,12,11,10,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_primary_215_w12_r11_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r11/lb20,2.15,12,11,20,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_primary_215_w12_r11_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r11/lb35,2.15,12,11,35,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_primary_215_w12_r12_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r12/lb10,2.15,12,12,10,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_primary_215_w12_r12_lb20_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r12/lb20,2.15,12,12,20,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_primary_215_w12_r12_lb35_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w12/r12/lb35,2.15,12,12,35,False,145,796.0621589124296,1.0675575352048956,54.48275862068965,-12.621434050360502,0.917216210536528,1.286384116205565,0.3691679056690369,-578.2220159411702,1374.2841748535998,1157.5812275705848,66,29,5,0.0
phase2b_corrected_semantic_upper_235_w12_r11_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r11/lb10,2.35,12,11,10,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r11_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r11/lb20,2.35,12,11,20,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r11_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r11/lb35,2.35,12,11,35,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r12_lb10_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r12/lb10,2.35,12,12,10,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r12_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r12/lb20,2.35,12,12,20,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r12_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r12/lb35,2.35,12,12,35,False,144,668.2989889132914,1.05146476827649,53.47222222222222,-16.18641149295882,0.9249724053468604,1.230057315905913,0.3050849105590525,-570.3276279501946,1238.626616863486,1147.9703848401498,67,38,5,0.0
phase2b_corrected_semantic_upper_235_w12_r13_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r13/lb20,2.35,12,13,20,True,142,650.056639147308,1.0514331674328694,53.52112676056338,-16.18641149295882,0.9628554639396717,1.1712062386527857,0.20835077471311403,-269.87765771787633,919.9342968651844,1126.0348489617334,66,37,5,0.0
phase2b_corrected_semantic_upper_235_w12_r13_lb35_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w12/r13/lb35,2.35,12,13,35,True,142,650.0541751527347,1.0514329770698851,53.52112676056338,-16.18641149295882,0.9628554066706883,1.1712058728021166,0.20835046613142838,-269.8780540138497,919.9322291665844,1126.0347194933906,66,37,5,0.0
phase2b_corrected_semantic_primary_215_w10_r13_lb10_sym_1hatr_sl2p15_tp2p15_fee04,2.15 w10/r13/lb10,2.15,10,13,10,True,216,740.8872288613828,1.0416223595442313,55.092592592592595,-22.89275366559528,1.0824073060432218,0.992750211840208,0.08965709420301382,799.5909952992024,-58.70376643781955,1689.1753814776796,97,46,9,0.0
phase2b_corrected_transition_245_w12_r11_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r11/lb10,2.45,12,11,10,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r11_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r11/lb20,2.45,12,11,20,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r11_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r11/lb35,2.45,12,11,35,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r12_lb10_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r12/lb10,2.45,12,12,10,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r12_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r12/lb20,2.45,12,12,20,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r12_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r12/lb35,2.45,12,12,35,False,144,421.42683496534147,1.031606505400012,53.47222222222222,-18.866936311939085,0.9427308547156116,1.1515674483413043,0.20883659362569273,-438.63135934647687,860.0581943118184,1119.590827524669,67,39,6,0.0
phase2b_corrected_transition_245_w12_r13_lb20_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r13/lb20,2.45,12,13,20,True,142,402.44272930489734,1.0310078897730028,53.52112676056338,-18.866936311939085,0.9818167958852865,1.0945546349738724,0.11273783908858592,-133.02274122398637,535.4654705288837,1097.9616958030874,66,38,6,0.0
phase2b_corrected_transition_245_w12_r13_lb35_sym_1hatr_sl2p45_tp2p45_fee04,2.45 w12/r13/lb35,2.45,12,13,35,True,142,402.44022114381585,1.0310076993690496,53.52112676056338,-18.866936311939085,0.981816736852227,1.0945542770172325,0.11273754016500548,-133.0231628443849,535.4633839882007,1097.9615643811792,66,38,6,0.0
phase2b_corrected_semantic_upper_235_w10_r13_lb20_sym_1hatr_sl2p35_tp2p35_fee04,2.35 w10/r13/lb20,2.35,10,13,20,True,232,491.4015691366012,1.0221774364743903,53.879310344827594,-24.60155476722686,0.9941659665030849,1.0620500538385276,0.06788408733544271,-75.92781022338677,567.329379359988,1844.0278135394171,107,60,10,0.0
